eeincome1,erbmi,erhhch,erspemch,ertpreat,ertseat,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eugroshp,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm
2,31.9,3,5,90,15,2,1,1,1,5,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,31.200001,3,-1,60,30,1,1,1,1,3,1,3,2,1,1,1,2,1,1,2,2,2
1,31.9,3,5,5,0,-1,1,2,2,-1,1,3,2,1,2,-1,-1,2,2,-1,-1,-1
1,34.200001,3,5,115,0,1,1,2,1,2,1,3,1,1,2,1,2,1,1,-1,-1,2
2,43.400002,3,-1,110,0,-1,1,2,1,3,1,2,1,1,1,1,2,1,2,2,4,2
1,24.4,3,5,45,90,-1,1,1,1,5,2,-1,-1,1,3,1,2,3,2,2,6,2
1,25,3,5,20,60,-1,1,1,1,4,1,1,2,1,1,1,2,1,2,3,1,2
2,27.299999,3,-1,125,10,-1,2,1,1,2,1,2,2,1,3,1,2,1,-1,2,3,2
1,26.6,3,-1,60,0,-1,1,2,1,3,1,3,1,1,1,2,2,1,2,2,1,-1
-3,29.799999,3,-1,120,0,-1,2,2,1,5,1,1,2,1,1,1,2,1,-1,1,6,1
2,21.1,3,-1,100,60,-1,1,1,1,6,1,20,1,1,2,-1,-1,2,2,-1,-1,-1
1,31,3,5,20,25,-1,1,1,1,5,2,-1,-1,1,1,1,2,1,2,1,1,1
2,33.299999,3,5,95,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
2,34.200001,3,-1,10,5,2,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,1,2,2
1,19.700001,3,5,10,5,-1,1,1,1,7,1,6,1,1,2,-1,-1,2,2,-1,-1,-1
1,33.299999,3,-1,45,15,-1,2,1,1,3,1,3,1,1,2,-1,-1,2,-1,-1,-1,-1
2,32,3,-1,105,10,2,1,1,1,7,1,3,1,1,1,1,2,1,1,2,1,2
1,25.799999,3,-1,60,30,-1,2,1,1,14,2,-1,-1,1,1,1,2,1,-1,2,2,2
2,20,3,1,45,5,2,1,1,2,-1,1,2,2,1,1,1,2,1,1,1,2,2
2,31.1,3,5,5,10,-1,2,1,1,5,1,3,1,1,2,-1,-1,2,-1,-1,-1,-1
1,21.6,3,-1,105,0,-1,1,2,1,7,1,1,2,1,1,1,2,1,2,1,3,2
1,25.799999,3,5,75,0,-1,2,2,2,-1,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,24.4,3,5,75,15,-1,2,1,1,2,1,2,1,1,2,-1,-1,2,-1,-1,-1,-1
1,25.1,3,-1,20,10,-1,2,1,2,-1,1,1,2,1,1,-2,2,1,-1,1,2,-1
1,28.4,3,5,75,0,1,1,2,2,-1,1,1,2,1,2,-1,-1,2,1,-1,-1,-1
1,23.799999,3,-1,60,30,-1,2,1,1,3,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,39.099998,3,-1,0,0,1,1,2,1,7,2,-1,-1,1,1,1,2,1,1,2,1,1
1,21.9,3,-1,85,5,2,1,1,1,5,1,3,1,1,2,-1,-1,2,1,-1,-1,-1
1,27.5,3,-1,75,0,-1,1,2,1,5,2,-1,-1,1,1,1,2,1,2,1,2,2
1,16.9,3,-1,135,0,2,1,2,1,4,2,-1,-1,1,1,1,2,1,1,1,2,2
1,22.299999,3,-1,30,25,-1,2,1,1,1,1,3,1,1,2,-1,-1,2,-1,-1,-1,-1
1,26.9,3,-1,180,0,-1,1,2,1,2,1,1,2,1,2,1,2,1,2,-1,-1,2
2,33.5,3,-1,20,0,-1,2,2,2,-1,1,2,2,2,1,1,2,1,-1,3,3,2
1,28.9,3,5,210,25,1,1,1,2,-1,1,7,1,1,1,2,2,1,1,1,2,-1
1,31,3,-1,17,0,2,1,2,1,7,2,-1,-1,1,1,-1,-1,2,1,2,2,-1
2,46.900002,3,1,75,60,-1,1,1,1,1,2,-1,-1,1,1,1,2,1,2,2,2,2
1,21.6,3,5,185,0,-1,1,2,1,4,1,1,2,1,1,1,2,3,2,1,3,2
1,28,3,5,30,0,1,1,2,2,-1,1,1,1,1,1,1,2,1,1,2,1,2
1,25.1,3,5,30,10,2,1,1,2,-1,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,24,3,5,75,10,1,1,1,1,5,1,1,2,1,1,1,2,1,1,3,1,2
2,18,2,-1,20,5,2,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,2,4,2
1,-1,3,-1,25,1,-1,2,1,1,3,1,1,1,1,1,1,2,1,-1,2,1,2
3,28.299999,3,-1,60,0,-1,2,2,1,7,2,-1,-1,1,2,1,2,1,-1,-1,-1,2
1,30.299999,3,5,45,40,-1,1,1,1,4,1,1,1,1,1,1,2,1,2,1,2,2
2,23.299999,3,-1,40,25,2,1,1,1,7,1,1,2,1,1,1,2,1,1,1,1,2
-2,20.1,3,-1,175,0,-1,1,2,1,2,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,25.1,3,-1,35,20,-1,2,1,1,7,1,2,2,1,2,-1,-1,2,-1,-1,-1,-1
-2,27.9,3,-1,30,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
3,26.6,3,5,0,30,-1,2,1,1,7,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,22.1,3,5,50,5,1,1,1,1,1,1,4,1,1,3,-1,-1,2,1,1,2,-1
1,23.9,3,5,25,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,1,1,2
-2,26.200001,3,-1,25,0,-1,1,2,1,7,1,1,1,1,2,-1,-1,2,2,-1,-1,-1
3,20.200001,1,-1,0,20,-1,1,1,2,-1,1,4,2,1,2,-1,-1,2,2,-1,-1,-1
1,24.299999,3,-1,60,0,2,1,2,1,3,1,5,1,1,1,1,2,1,1,1,4,2
1,-1,3,-1,0,15,2,1,1,2,-1,1,1,2,1,1,1,2,1,1,1,2,2
1,25.799999,3,5,30,10,-1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,4,2
1,21.299999,3,-1,100,5,-1,1,1,1,5,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,26.6,3,4,90,5,1,1,1,2,-1,1,1,2,1,1,1,2,1,1,1,2,1
1,27.799999,3,5,30,15,-1,2,1,2,-1,1,3,2,1,2,-1,-1,2,-1,-1,-1,-1
-2,20.1,3,-1,75,10,-1,1,1,1,2,1,3,1,1,2,-1,-1,2,2,-1,-1,-1
1,33,1,-1,10,0,-1,1,2,1,2,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,23.1,3,-1,90,0,-1,1,2,2,-1,2,-1,-1,1,2,1,2,1,2,-1,-1,2
1,26.6,3,-1,100,10,-1,1,1,1,1,2,-1,-1,1,1,1,2,1,2,1,2,2
1,24.299999,3,5,90,0,-1,1,2,1,5,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
1,-1,3,5,0,20,-1,1,1,-3,-1,2,-1,-1,-3,2,-1,-1,-3,2,-1,-1,-1
2,23.799999,3,4,150,0,-1,1,2,1,1,1,2,2,1,3,1,2,1,2,2,4,2
1,25.799999,3,5,0,30,-1,1,1,2,-1,1,4,2,1,2,-1,-1,2,2,-1,-1,-1
1,21.299999,3,-1,10,25,2,1,1,1,5,1,5,2,1,2,-1,-1,2,1,-1,-1,-1
1,22.1,3,5,70,5,-1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,3,1
2,25.5,3,5,40,10,-1,2,1,1,3,1,4,2,1,1,1,2,1,-1,1,2,2
1,43.799999,3,-1,56,0,1,1,2,2,-1,1,1,2,1,2,-1,-1,2,1,-1,-1,-1
1,24,3,5,80,0,-1,2,2,1,2,1,3,2,1,2,-1,-1,2,-1,-1,-1,-1
2,54.900002,3,-1,45,0,2,1,2,2,-1,2,-1,-1,2,1,1,2,1,1,1,2,2
1,23,3,4,225,0,-1,1,2,1,1,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
2,60.200001,3,-1,5,5,2,1,1,1,7,1,1,1,1,1,1,2,1,1,1,2,2
1,22.799999,3,5,60,5,-1,1,1,1,4,1,1,1,1,1,1,2,1,2,1,1,2
2,26.6,3,-1,10,0,2,1,2,2,-1,1,2,2,2,1,1,2,1,1,2,1,2
1,28.5,3,-1,20,15,-1,1,1,1,4,1,2,1,2,1,1,2,1,2,2,1,2
1,24.299999,1,5,125,2,-1,1,1,1,6,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
2,19,3,-1,15,0,-1,2,2,2,-1,2,-1,-1,3,2,2,2,1,-1,-1,-1,-1
3,40.200001,3,-1,0,125,-1,1,1,2,-1,1,1,2,1,1,1,2,1,2,2,2,2
1,28.5,3,5,210,0,-1,1,2,1,5,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,22,3,-1,70,10,-1,1,1,1,6,1,1,2,1,1,1,2,1,2,1,3,2
1,32.099998,3,5,10,30,-1,1,1,1,3,2,-1,-1,1,3,2,2,3,2,2,2,-1
2,23.9,3,5,25,0,-1,1,2,1,7,2,-1,-1,1,1,1,2,1,2,2,1,2
1,21.5,3,5,85,10,-1,1,1,1,6,2,-1,-1,1,2,1,2,1,2,-1,-1,1
2,24.4,3,-1,45,5,2,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,1,2,2
2,40.400002,3,-1,25,0,2,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,24.4,1,5,20,10,2,1,1,1,1,1,6,2,1,2,2,1,3,1,-1,-1,-1
1,26.200001,3,5,65,0,-1,1,2,1,4,1,1,2,1,3,1,2,3,2,2,4,1
1,34,3,5,40,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,3,1,1,2,2
1,30,3,5,50,0,1,1,2,1,4,2,-1,-1,1,1,1,2,1,1,2,2,2
2,18.200001,3,-1,10,10,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,5,4,2
2,23.1,3,-1,12,2,-1,2,1,2,-1,1,1,1,1,2,-1,-1,2,-1,-1,-1,-1
2,29.200001,3,5,45,0,-1,1,2,2,-1,1,1,2,1,1,1,2,1,2,1,2,2
2,23,3,-1,55,0,-1,1,2,1,7,2,-1,-1,1,1,1,2,1,2,1,1,2
2,30.1,3,-1,30,0,2,1,2,2,-1,1,2,2,2,1,1,2,1,1,2,2,2
2,24.700001,3,-1,35,0,2,1,2,2,-1,1,4,1,1,2,-1,-1,2,1,-1,-1,-1
1,36.599998,3,5,50,4,-1,1,1,1,3,1,3,1,1,2,-1,-1,2,2,-1,-1,-1
3,24,3,5,25,5,-1,2,1,1,3,2,-1,-1,1,2,1,2,3,-1,-1,-1,1
1,32,3,-1,0,0,-1,2,2,2,-1,1,1,1,1,1,1,2,1,-1,1,5,2
1,44.599998,3,-1,10,0,-1,1,2,1,3,1,7,1,1,1,2,2,1,2,4,2,-1
2,30.9,3,-1,0,30,-1,2,1,1,2,1,3,2,1,1,2,2,1,-1,1,1,-1
1,20.4,3,-1,0,60,-1,1,1,1,1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,25.299999,3,5,150,5,-1,1,1,2,-1,2,-1,-1,1,3,1,2,1,2,3,3,2
1,51.700001,3,-1,30,0,-1,2,2,2,-1,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
2,22,3,-1,10,0,2,1,2,2,-1,1,2,2,1,2,2,2,1,1,-1,-1,-1
2,19.9,3,5,45,2,-1,2,1,1,7,2,-1,-1,1,3,-1,-1,2,-1,1,1,-1
1,17.9,3,-1,75,20,-1,1,1,1,4,2,-1,-1,1,1,2,2,1,2,1,3,-1
2,32.700001,3,-1,60,5,-1,2,1,2,-1,2,-1,-1,2,1,2,2,1,-1,1,1,-1
2,22.299999,3,-1,10,10,2,1,1,2,-1,2,-1,-1,1,1,-1,-1,2,1,2,2,-1
2,-1,3,-1,120,0,-1,2,2,1,1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,33.099998,3,-1,180,2,1,1,1,1,5,2,-1,-1,1,1,1,2,1,1,1,2,2
1,30,3,-1,30,5,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,1,3,2
1,22.5,2,-1,50,15,-1,2,1,1,2,2,-1,-1,2,1,1,2,1,-1,1,3,2
1,30,3,5,15,15,-1,2,1,1,5,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
-2,46.599998,3,-1,60,0,2,1,2,1,2,1,1,1,1,2,-1,-1,2,1,-1,-1,-1
2,20,3,-1,80,5,2,1,1,1,6,1,3,1,1,2,-1,-1,2,1,-1,-1,-1
2,24.5,1,5,75,0,-1,2,2,1,7,2,-1,-1,2,2,-1,-1,2,-1,-1,-1,-1
2,38.299999,1,-1,60,0,-1,1,1,2,-1,2,-1,-1,2,1,-1,-1,2,2,1,2,-1
1,33.400002,3,-1,70,0,2,1,2,1,3,2,-1,-1,1,1,1,2,1,1,1,3,2
1,23.6,3,-1,90,5,-1,2,1,1,3,1,1,1,1,1,1,2,1,-1,1,2,2
2,40.200001,3,-1,50,10,-1,1,1,2,-1,1,1,2,2,1,1,2,1,2,1,2,2
1,22.6,3,-1,30,10,-1,1,1,1,4,2,-1,-1,1,3,1,2,3,2,1,3,2
2,18.4,3,-1,30,0,-1,1,2,1,6,2,-1,-1,1,1,1,2,1,2,2,1,2
1,29.6,1,-1,60,0,-1,1,2,1,3,2,-1,-1,1,1,1,2,1,2,3,3,2
1,25.700001,3,-1,120,5,-1,1,1,1,3,2,-1,-1,1,2,1,2,1,2,-1,-1,2
1,28.200001,3,-1,15,20,2,1,1,1,7,2,-1,-1,1,1,1,2,1,1,1,1,2
3,29,3,-1,15,35,-1,2,1,2,-1,1,7,1,1,2,-1,-1,2,-1,-1,-1,-1
1,20.299999,3,5,45,10,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2
1,21.9,3,-1,20,30,-1,2,1,1,5,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,30,3,5,30,0,-1,2,2,2,-1,1,1,2,1,1,1,2,1,-1,2,1,2
1,31.5,3,5,180,10,1,1,1,1,6,1,1,2,1,3,1,2,1,1,1,3,2
3,34.599998,3,-1,85,20,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,1,2,2
1,25.1,3,5,30,1,-1,2,1,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,26.5,3,-1,30,15,-1,1,1,1,2,2,-1,-1,1,1,1,2,1,2,2,1,2
1,27.5,3,5,30,20,-1,1,1,1,7,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,18.700001,1,-1,145,0,-1,2,2,1,4,1,13,1,1,1,2,2,1,-1,1,3,-1
1,21.5,2,-1,30,10,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,2,1,2
3,31.6,3,-1,10,20,-1,1,1,1,1,1,3,2,1,1,2,2,1,2,4,2,-1
1,29,3,-1,100,0,1,1,2,1,1,1,3,2,1,1,2,2,1,1,1,3,-1
1,30.5,3,5,135,0,-1,1,2,1,3,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
1,31.1,3,5,15,15,-1,1,1,1,3,1,8,1,1,3,1,2,3,2,2,2,2
1,29.6,3,5,45,0,-1,2,2,1,20,2,-1,-1,1,1,1,2,1,-1,2,2,2
3,23.299999,3,-1,15,30,-1,1,1,1,7,1,1,2,1,1,2,2,1,2,1,1,-1
1,37.200001,3,5,60,410,2,1,1,2,-1,1,1,1,2,1,1,2,1,1,3,1,2
2,28.299999,3,-1,45,0,-1,1,2,2,-1,1,2,1,1,2,1,2,1,2,-1,-1,2
1,29.9,3,5,80,0,2,1,2,2,-1,1,5,1,1,1,1,2,1,1,2,1,2
1,29.4,3,-1,15,30,-1,1,1,1,2,1,3,2,1,1,1,2,1,2,1,2,2
1,30.700001,3,-1,35,30,-1,2,1,1,7,1,1,2,1,2,1,2,1,-1,-1,-1,2
1,28,3,5,25,30,-1,2,1,1,2,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
3,30.1,3,-1,0,0,-1,2,2,2,-1,2,-1,-1,2,1,2,2,1,-1,2,2,-1
1,29.799999,3,5,45,0,-1,1,2,1,3,2,-1,-1,1,3,1,1,3,2,2,6,2
1,26.5,3,5,30,75,-1,1,1,1,1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,25.1,3,5,75,0,-1,1,2,1,4,1,3,2,1,2,-1,-1,2,2,-1,-1,-1
1,25.700001,3,1,25,10,1,1,1,1,7,1,1,2,1,1,1,2,1,1,1,2,2
1,25.6,1,-1,110,1,-1,2,1,1,3,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
3,27.5,3,-1,70,45,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,1,2,2
2,24,3,5,30,5,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,1,5,2
2,27.4,3,1,85,0,-1,1,2,2,-1,1,1,1,1,1,1,2,1,2,2,3,2
1,23.200001,3,-1,30,15,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
2,36,3,-1,20,10,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
2,30.1,3,5,30,40,-1,2,1,1,2,2,-1,-1,1,1,1,2,1,-1,1,1,2
3,24.4,3,5,50,0,-1,2,2,1,3,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,20.5,3,5,40,0,-1,2,2,1,2,2,-1,-1,1,1,1,2,1,-1,1,2,2
1,23.799999,3,-1,115,0,-1,1,2,1,6,1,5,2,1,1,2,2,1,2,1,1,-1
1,22.9,3,5,65,0,-1,2,2,1,1,2,-1,-1,1,3,-1,-1,2,-1,1,1,-1
1,24.4,3,-1,250,0,2,1,2,1,7,2,-1,-1,1,1,2,2,1,1,2,6,-1
2,27,1,5,110,30,-1,2,1,1,3,2,-1,-1,1,1,1,2,1,-1,1,4,2
1,24.299999,3,-1,60,25,-1,1,1,1,5,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
1,22.200001,3,5,65,5,-1,2,1,1,2,1,5,1,1,2,-1,-1,2,-1,-1,-1,-1
1,29.299999,3,5,125,0,-1,2,2,1,3,2,-1,-1,1,1,1,2,3,-1,1,2,2
2,27.700001,3,-1,30,90,-1,1,1,1,3,1,1,2,1,1,1,2,1,2,2,2,1
3,27,3,-1,35,0,-1,2,2,1,4,1,2,2,1,1,1,2,1,-1,1,4,2
1,-1,3,-1,103,10,-1,1,1,1,1,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
1,22.5,3,-1,0,210,3,1,1,1,4,2,-1,-1,1,1,1,2,1,1,1,1,2
1,-1,1,5,120,10,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,6,2
1,28.9,3,-1,80,10,-1,2,1,1,3,1,2,1,1,1,1,2,1,-1,2,1,2
2,21.6,3,5,140,0,1,1,2,2,-1,1,2,2,1,3,2,2,1,1,2,1,-1
1,28.1,3,-1,265,6,1,1,1,2,-1,1,3,1,1,1,1,2,1,1,2,1,2
1,27.4,3,-1,110,0,2,1,2,2,-1,1,2,1,2,1,1,2,1,1,2,4,2
2,39.099998,3,-1,25,20,-1,2,1,1,3,2,-1,-1,1,1,1,2,1,-1,2,-2,2
1,27,3,5,90,15,-1,1,1,1,2,1,2,1,1,2,-1,-1,2,2,-1,-1,-1
2,20.200001,3,5,300,0,2,1,2,2,-1,1,1,2,1,1,1,2,1,1,1,1,1
2,21.9,2,-1,30,15,-1,1,1,2,-1,2,-1,-1,1,2,1,2,1,2,-1,-1,2
1,30.700001,3,5,90,40,2,1,1,2,-1,1,2,2,1,1,-1,-1,2,1,1,2,-1
1,38.400002,3,-1,140,0,-1,1,2,1,1,1,6,1,1,1,1,2,1,2,1,3,2
1,23.799999,3,5,70,15,-1,1,1,1,3,1,2,2,1,1,1,2,1,2,1,1,1
1,20.5,3,-1,0,570,-1,2,1,1,5,1,7,1,1,1,1,2,1,-1,1,2,2
1,21.5,3,5,45,10,-1,2,1,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,35.400002,3,-1,30,0,1,1,2,1,2,1,7,1,1,1,1,2,1,1,1,2,2
2,32.599998,3,-1,30,15,-1,1,1,2,-1,1,3,1,1,1,2,2,1,2,1,2,-1
1,18.299999,3,5,60,0,-1,2,2,2,-1,2,-1,-1,1,3,1,2,1,-1,3,3,2
1,23,3,5,25,25,-1,1,1,1,1,1,2,1,1,3,2,2,3,2,1,2,-1
1,28.6,3,5,100,40,2,1,1,2,-1,1,1,2,1,1,1,2,1,1,1,1,1
1,23.6,3,-1,40,40,-1,1,1,1,7,2,-1,-1,1,1,1,2,1,2,2,2,1
1,23.700001,1,-1,60,0,-1,1,2,1,1,2,-1,-1,1,3,1,2,1,2,1,2,2
2,31.9,3,-1,60,0,1,1,2,2,-1,2,-1,-1,3,1,2,2,1,1,1,2,-1
2,29.799999,3,-1,20,0,1,1,2,1,7,2,-1,-1,2,1,1,2,1,1,1,2,2
1,27.200001,3,5,45,10,2,1,1,2,-1,1,2,2,1,2,-1,-1,2,1,-1,-1,-1
1,19.4,3,-1,75,170,-1,2,1,1,2,2,-1,-1,1,1,1,2,1,-1,1,3,2
1,26.299999,1,4,90,0,1,1,2,2,-1,1,3,2,1,1,1,2,1,1,1,1,2
1,20.5,3,5,80,0,-1,1,2,1,10,1,1,2,1,1,1,2,1,2,1,2,1
1,23.9,3,5,65,10,1,1,1,1,3,2,-1,-1,1,3,-1,-1,2,1,1,4,-1
1,22.299999,3,-1,106,0,-1,1,2,2,-1,1,2,2,1,1,1,2,1,2,1,3,1
-3,28.200001,3,-1,60,20,1,1,1,2,-1,1,5,1,1,1,1,2,1,1,1,2,2
1,30.5,3,5,40,43,1,1,1,1,6,1,2,1,1,3,1,2,3,1,2,2,2
1,32.5,3,5,155,10,-1,1,1,1,3,1,4,2,1,2,-1,-1,2,2,-1,-1,-1
1,37.5,3,-1,150,5,-1,1,1,2,-1,1,4,2,1,1,1,2,1,2,1,1,2
2,22.200001,3,5,60,0,-1,1,2,2,-1,2,-1,-1,1,3,1,2,1,2,1,1,2
1,25.799999,3,5,85,0,-1,2,2,1,4,1,3,1,1,3,1,2,3,-1,1,2,2
1,28.1,3,5,140,10,-1,1,1,1,4,2,-1,-1,1,1,1,2,1,2,1,1,2
2,30.1,1,3,135,0,-1,2,2,1,3,2,-1,-1,1,3,1,2,3,-1,2,1,2
1,18.299999,1,-1,25,35,1,1,1,1,7,2,-1,-1,1,3,2,2,3,1,1,3,-1
1,27.4,3,5,0,20,-1,1,1,2,-1,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
2,20.5,3,-1,105,90,-1,1,1,1,6,1,15,1,1,1,2,2,1,2,1,3,-1
1,40.299999,3,5,232,0,-1,1,2,1,3,1,1,2,1,3,1,2,3,2,1,1,2
1,22.1,1,5,105,5,1,1,1,1,6,1,4,1,1,1,1,2,1,1,1,2,1
1,31.700001,3,-1,60,150,-1,1,1,1,3,1,5,2,1,1,1,2,1,2,3,3,2
1,28.200001,1,5,65,20,-1,1,1,2,-1,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
1,21.6,3,-1,255,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,1,2,2
2,36.799999,3,1,60,0,2,1,2,1,2,1,1,2,1,3,1,2,1,1,1,1,2
1,29.200001,3,5,28,18,-1,1,1,1,7,1,2,2,1,1,1,2,1,2,1,3,2
2,31.1,3,-1,90,0,-1,1,2,1,5,1,2,2,1,3,1,2,3,2,2,2,2
1,25.1,3,1,45,0,-1,1,2,1,2,2,-1,-1,1,1,1,2,1,2,1,2,1
2,32.900002,3,5,60,40,2,1,1,1,4,1,3,2,1,1,1,2,1,1,2,1,2
1,22.700001,3,-1,60,95,-1,2,1,1,4,2,-1,-1,1,1,1,2,1,-1,1,3,2
2,35.5,1,5,45,60,1,1,1,1,2,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
-3,-1,3,5,10,0,-1,2,2,1,1,2,-1,-1,2,1,2,2,1,-1,1,1,-1
-3,-1,3,-1,65,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
3,15.9,3,5,100,0,-1,2,2,1,5,2,-1,-1,1,1,1,2,1,-1,3,3,1
1,29,3,-1,180,5,2,1,1,2,-1,1,6,2,1,1,1,2,1,1,5,3,2
1,29.299999,3,-1,15,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,1,2
-3,23.9,3,-1,30,0,-1,1,2,1,3,2,-1,-1,1,1,1,2,1,2,2,2,2
1,23.799999,1,-1,75,3,1,1,1,1,4,1,2,2,1,1,1,2,1,1,1,2,2
3,28.6,3,2,50,0,-1,1,2,1,3,1,1,2,1,3,1,2,3,2,2,4,2
2,45.700001,2,5,25,5,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,1,2,1
2,53.299999,3,-1,35,10,-1,1,1,1,2,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,35.400002,3,5,115,0,-1,1,2,1,7,1,3,2,1,2,-1,-1,2,2,-1,-1,-1
1,-1,3,5,40,0,-1,2,2,1,3,1,1,1,1,1,1,2,3,-1,1,4,2
1,30.299999,3,5,120,0,2,1,2,2,-1,1,5,1,1,2,-1,-1,2,1,-1,-1,-1
1,34.700001,3,-1,135,0,-1,1,2,1,3,1,6,2,1,2,-1,-1,2,2,-1,-1,-1
1,24.200001,3,5,10,0,-1,1,2,1,4,2,-1,-1,1,1,1,2,1,2,1,3,2
1,21.4,2,-1,90,0,-1,1,2,2,-1,1,2,2,1,1,1,2,1,2,1,1,2
1,25,3,1,20,35,-1,1,1,1,7,2,-1,-1,1,1,1,2,1,2,3,3,1
1,20.700001,3,5,30,19,-1,1,1,1,5,1,2,1,1,1,1,2,1,2,1,2,2
2,26.299999,3,-1,50,0,-1,2,2,1,5,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,36.900002,3,5,10,15,2,1,1,2,-1,1,3,2,1,1,1,2,1,1,2,1,2
1,21.700001,3,5,125,0,-1,1,2,2,-1,1,1,2,1,1,1,2,1,2,2,2,2
1,-1,3,5,225,0,-1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2
2,18.200001,3,-1,25,20,2,1,1,1,5,1,5,2,3,1,1,2,1,1,1,6,1
1,40.700001,3,-1,30,0,-1,2,2,1,3,1,2,2,1,1,1,2,1,-1,1,1,2
1,25.9,3,-1,50,0,2,1,2,1,7,1,7,1,1,1,2,2,1,1,1,3,-1
1,26.6,3,5,30,2,1,1,1,1,4,2,-1,-1,1,1,1,2,1,1,2,1,2
-3,26.6,3,-1,60,2,-1,1,1,2,-1,1,1,2,1,1,1,2,1,2,1,3,2
2,32.5,3,5,15,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,31.299999,3,-1,120,0,1,1,2,2,-1,2,-1,-1,1,2,1,2,1,1,-1,-1,2
2,38.400002,3,-1,55,0,-1,1,2,2,-1,1,1,2,1,1,1,2,1,2,2,1,2
2,23,3,5,75,30,-1,2,1,1,3,1,2,1,1,1,1,2,1,-1,3,1,2
2,37.799999,3,-1,40,0,-1,1,2,1,5,1,2,2,1,1,1,2,1,2,1,2,2
2,26.5,3,-1,65,150,2,1,1,1,7,2,-1,-1,1,1,1,2,1,1,2,2,2
1,26.6,1,-1,51,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
2,30.299999,3,5,120,0,-1,2,2,2,-1,1,1,2,1,1,1,2,1,-1,1,2,2
1,39.200001,3,5,30,0,-1,2,2,1,7,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
